19.13361, 72.86083, WPT109
19.13361, 72.86111, WPT110
19.13333, 72.86111, WPT111
19.13361, 72.86111, WPT112
19.13361, 72.86083, WPT113
19.13361, 72.86083, WPT114
19.13333, 72.86083, WPT115
19.13361, 72.86111, WPT116
19.13444, 72.86278, WPT117
19.13444, 72.86278, WPT118
19.13444, 72.86306, WPT119
19.13472, 72.86333, WPT120
19.12944, 72.85833, WPT121
19.13056, 72.85583, WPT122
19.10139, 72.86583, WPT123
19.10111, 72.86750, WPT124
19.10056, 72.86750, WPT125
19.10000, 72.86778, WPT126
19.13194, 72.85889, WPT127
19.13139, 72.85833, WPT128
19.11111, 72.85778, WPT129
19.12750, 72.86139, WPT130
19.09861, 72.84917, WPT131
19.09806, 72.84944, WPT132
19.10861, 72.86139, WPT133
19.10944, 72.86389, WPT134
19.10972, 72.86361, WPT135
19.10972, 72.86361, WPT136
19.11528, 72.85611, WPT137
19.11528, 72.85611, WPT138
19.11528, 72.85611, WPT139
19.10722, 72.88500, WPT140
19.10722, 72.88444, WPT141
19.10806, 72.87222, WPT142
19.10778, 72.87194, WPT143
19.10500, 72.87361, WPT144
19.10500, 72.87361, WPT145
19.10500, 72.87361, WPT146
19.10806, 72.87278, WPT147
19.10750, 72.87222, WPT148
19.10750, 72.87194, WPT149
19.10556, 72.87139, WPT150
19.10583, 72.87139, WPT151
19.10778, 72.87083, WPT152
19.10611, 72.87083, WPT153
19.10611, 72.87083, WPT154
19.10639, 72.87000, WPT155
19.10639, 72.86972, WPT156
19.10611, 72.86972, WPT157
19.10722, 72.86944, WPT158
19.10806, 72.87056, WPT159
19.10806, 72.87083, WPT160
19.10861, 72.87083, WPT161
19.14250, 72.85222, WPT162
19.14222, 72.85250, WPT163
19.14250, 72.85222, WPT164
19.14250, 72.85222, WPT165
19.10833, 72.87083, WPT166
19.10861, 72.87139, WPT167
19.10861, 72.87139, WPT168
19.10917, 72.87083, WPT169
19.10917, 72.87056, WPT170
19.11139, 72.85972, WPT171
19.11111, 72.85778, WPT172
19.11139, 72.85639, WPT173
19.11083, 72.86361, WPT174
19.10944, 72.86222, WPT175
19.11028, 72.86194, WPT176
19.11056, 72.86167, WPT177
19.11056, 72.86167, WPT178
19.11139, 72.86167, WPT179
19.10972, 72.87139, WPT180
19.10972, 72.87139, WPT181
19.11083, 72.87028, WPT182
19.14250, 72.85222, WPT183
19.14250, 72.85194, WPT184
19.14250, 72.85222, WPT185
19.14250, 72.85222, WPT186
19.14250, 72.85194, WPT187
19.14250, 72.85222, WPT188
19.14250, 72.85222, WPT189
19.14250, 72.85194, WPT190
19.14250, 72.85222, WPT191
19.14250, 72.85222, WPT192
19.14250, 72.85222, WPT193
19.14222, 72.85194, WPT194
19.14250, 72.85222, WPT195
19.14250, 72.85222, WPT196
19.14250, 72.85222, WPT197
19.14250, 72.85222, WPT198
19.14250, 72.85222, WPT199
19.14139, 72.85833, WPT200
19.14139, 72.85833, WPT201
19.14139, 72.85833, WPT202
19.14167, 72.85833, WPT203
19.11611, 72.87056, WPT204
19.11722, 72.86917, WPT205
19.10972, 72.86667, WPT206
19.10722, 72.86500, WPT207
19.14139, 72.85833, WPT208
19.14139, 72.85806, WPT209
19.14167, 72.85833, WPT210
19.14139, 72.85806, WPT211
19.14139, 72.85833, WPT212
19.14139, 72.85833, WPT213
19.14139, 72.85833, WPT214
19.14167, 72.85833, WPT215
19.14111, 72.85861, WPT216
19.14139, 72.85889, WPT217
19.14139, 72.85889, WPT218
19.14139, 72.85972, WPT219
19.14111, 72.85972, WPT220
19.14111, 72.85972, WPT221
19.14139, 72.85972, WPT222
19.14056, 72.85972, WPT223
19.14056, 72.85972, WPT224
19.13194, 72.86611, WPT225
19.13194, 72.86611, WPT226
19.10861, 72.85806, WPT227
19.13278, 72.86167, WPT228
19.13250, 72.86194, WPT229
19.13278, 72.86194, WPT230
19.13278, 72.86222, WPT231
19.13278, 72.86278, WPT232
19.13250, 72.86222, WPT233
19.13250, 72.86250, WPT234
19.13444, 72.86361, WPT235
19.13500, 72.86333, WPT236
19.13500, 72.86361, WPT237
19.13472, 72.86333, WPT238
19.13528, 72.86389, WPT239
19.13556, 72.86444, WPT240
19.13556, 72.86472, WPT241
19.13583, 72.86444, WPT242
19.13556, 72.86389, WPT243
19.12389, 72.85583, WPT244
19.12361, 72.85556, WPT245
19.12389, 72.85556, WPT246
19.14000, 72.85944, WPT247
19.14028, 72.85917, WPT248
19.14028, 72.85917, WPT249
19.11167, 72.86722, WPT250
19.11167, 72.86750, WPT251
19.11396, 72.87555, WPT252
19.11396, 72.87555, WPT253
19.11396, 72.87555, WPT254
19.11396, 72.87555, WPT255
19.11396, 72.87555, WPT256
19.11396, 72.87555, WPT257
19.11396, 72.87555, WPT258
19.11396, 72.87555, WPT259
19.11396, 72.87555, WPT260
19.13167, 72.86167, WPT261
19.13167, 72.86167, WPT262
19.13111, 72.86222, WPT263
19.13278, 72.86694, WPT264
19.13667, 72.86333, WPT265
19.13139, 72.86500, WPT266
19.13167, 72.86444, WPT267
19.13278, 72.86472, WPT268
19.13278, 72.86472, WPT269
19.12389, 72.85556, WPT270
19.11427, 72.87585, WPT271
19.11396, 72.87555, WPT272
19.11396, 72.87555, WPT273
19.11418, 72.87628, WPT274
19.14056, 72.85750, WPT275
19.14056, 72.85750, WPT276
19.14056, 72.85778, WPT277
19.14056, 72.85778, WPT278
19.14028, 72.85806, WPT279
19.14028, 72.85806, WPT280
19.14028, 72.85806, WPT281
19.14056, 72.85806, WPT282
19.14000, 72.85861, WPT283
19.13889, 72.85694, WPT284
19.13944, 72.85694, WPT285
19.13917, 72.85694, WPT286
19.13972, 72.85722, WPT287
19.13806, 72.85694, WPT288
19.13861, 72.85778, WPT289
19.13889, 72.85778, WPT290
19.13889, 72.85806, WPT291
19.13944, 72.85806, WPT292
19.12389, 72.85556, WPT293
19.13889, 72.86000, WPT294
19.13917, 72.86000, WPT295
19.13917, 72.86000, WPT296
19.13917, 72.86000, WPT297
19.13944, 72.86028, WPT298
19.13972, 72.86028, WPT299
19.13972, 72.86028, WPT300
19.13972, 72.86056, WPT301
19.14000, 72.86056, WPT302
19.14000, 72.86056, WPT303
19.13944, 72.86028, WPT304
19.13944, 72.86028, WPT305
19.13972, 72.86056, WPT306
19.13972, 72.85833, WPT307
19.13972, 72.85889, WPT308
19.10083, 72.85889, WPT309
19.10056, 72.85889, WPT310
19.09972, 72.85889, WPT311
19.10472, 72.86500, WPT312
19.10472, 72.86500, WPT313
19.10472, 72.86500, WPT314
19.10778, 72.86083, WPT315
19.10917, 72.86028, WPT316
19.10917, 72.86028, WPT317
19.10889, 72.86028, WPT318
19.10917, 72.86028, WPT319
19.11028, 72.85806, WPT320
19.11139, 72.85750, WPT321
19.11083, 72.85778, WPT322
19.11056, 72.85556, WPT323
19.13972, 72.86056, WPT324
19.14000, 72.86083, WPT325
19.14000, 72.86083, WPT326
19.14028, 72.86083, WPT327
19.13889, 72.86083, WPT328
19.13889, 72.86083, WPT329
19.13861, 72.86056, WPT330
19.13861, 72.86056, WPT331
19.13806, 72.86083, WPT332
19.13778, 72.86139, WPT333
19.13778, 72.86139, WPT334
19.13806, 72.86111, WPT335
19.13806, 72.86083, WPT336
19.13667, 72.86083, WPT337
19.13694, 72.86083, WPT338
19.13694, 72.86028, WPT339
19.13694, 72.86056, WPT340
19.13750, 72.86056, WPT341
19.13778, 72.86083, WPT342
19.13778, 72.86000, WPT343
19.10972, 72.85667, WPT344
19.10944, 72.85806, WPT345
19.10972, 72.85722, WPT346
19.10444, 72.85389, WPT347
19.10389, 72.85361, WPT348
19.10389, 72.85361, WPT349
19.10722, 72.88583, WPT350
19.11028, 72.87611, WPT351
19.10944, 72.87694, WPT352
19.13694, 72.85944, WPT353
19.13694, 72.85944, WPT354
19.13694, 72.85917, WPT355
19.13722, 72.85944, WPT356
19.13722, 72.85944, WPT357
19.13750, 72.85972, WPT358
19.13778, 72.85972, WPT359
19.13806, 72.86000, WPT360
19.13806, 72.86000, WPT361
19.13833, 72.85944, WPT362
19.13806, 72.85944, WPT363
19.13833, 72.85917, WPT364
19.13861, 72.85861, WPT365
19.13917, 72.85806, WPT366
19.13944, 72.85861, WPT367
19.13917, 72.85889, WPT368
19.13889, 72.86000, WPT369
19.13889, 72.86000, WPT370
19.13944, 72.85944, WPT371
19.13750, 72.85694, WPT372
19.11250, 72.87806, WPT373
19.10583, 72.87861, WPT374
19.10583, 72.87889, WPT375
19.10556, 72.87861, WPT376
19.10556, 72.87833, WPT377
19.10556, 72.87806, WPT378
19.10500, 72.87806, WPT379
19.10528, 72.87806, WPT380
19.10500, 72.87750, WPT381
19.10500, 72.87778, WPT382
19.10472, 72.87833, WPT383
19.10444, 72.87833, WPT384
19.10444, 72.87833, WPT385
19.10389, 72.87833, WPT386
19.10389, 72.87833, WPT387
19.10472, 72.87861, WPT388
19.10472, 72.87889, WPT389
19.10500, 72.87861, WPT390
19.13778, 72.85583, WPT391
19.13750, 72.85611, WPT392
19.13750, 72.85583, WPT393
19.11556, 72.87444, WPT394
19.11556, 72.87444, WPT395
19.11500, 72.87500, WPT396
19.11472, 72.87417, WPT397
19.10556, 72.87861, WPT398
19.10556, 72.87833, WPT399
19.10528, 72.87917, WPT400
19.10556, 72.88000, WPT401
19.10583, 72.88000, WPT402
19.13194, 72.85861, WPT403
19.13333, 72.85611, WPT404
19.13333, 72.85694, WPT405
19.13361, 72.85694, WPT406
19.13222, 72.85667, WPT407
19.13472, 72.85389, WPT408
19.13278, 72.85806, WPT409
19.13333, 72.85750, WPT410
19.13278, 72.85806, WPT411
19.13306, 72.85806, WPT412
19.13389, 72.85750, WPT413
19.13389, 72.85750, WPT414
19.13583, 72.84917, WPT415
19.13639, 72.84944, WPT416
19.11278, 72.87222, WPT417
19.11167, 72.87167, WPT418
19.10611, 72.88000, WPT419
19.10667, 72.87917, WPT420
19.10694, 72.87889, WPT421
19.10694, 72.87861, WPT422
19.10722, 72.87750, WPT423
19.10750, 72.87750, WPT424
19.09750, 72.86611, WPT425
19.09583, 72.86500, WPT426
19.09583, 72.86500, WPT427
19.09639, 72.86444, WPT428
19.09667, 72.86389, WPT429
19.09778, 72.86417, WPT430
19.10306, 72.86806, WPT431
19.10306, 72.86833, WPT432
19.10306, 72.86889, WPT433
19.10222, 72.86861, WPT434
19.10194, 72.86861, WPT435
19.10250, 72.86806, WPT436
19.10250, 72.86806, WPT437
19.10250, 72.86806, WPT438
19.10167, 72.86667, WPT439
19.10028, 72.86417, WPT440
19.10056, 72.86528, WPT441
19.10056, 72.86556, WPT442
19.10028, 72.86556, WPT443
19.10111, 72.86639, WPT444
19.10028, 72.86639, WPT445
19.10000, 72.86583, WPT446
19.10000, 72.86583, WPT447
19.10000, 72.86583, WPT448
19.10250, 72.86722, WPT449
19.10250, 72.86722, WPT450
19.10222, 72.86722, WPT451
19.10222, 72.86722, WPT452
19.10167, 72.86694, WPT453
19.10139, 72.86667, WPT454
19.10139, 72.86667, WPT455
19.10167, 72.86639, WPT456
19.10556, 72.85417, WPT457
19.13750, 72.86222, WPT458
19.13750, 72.86222, WPT459
19.13750, 72.86222, WPT460
19.13750, 72.86222, WPT461
19.13750, 72.86222, WPT462
19.11528, 72.85611, WPT463
19.11056, 72.85917, WPT464
19.11056, 72.85944, WPT465
19.11056, 72.85944, WPT466
19.11083, 72.85944, WPT467
19.11056, 72.85944, WPT468
19.11222, 72.86083, WPT469
19.11222, 72.86083, WPT470
19.11194, 72.86056, WPT471
19.10556, 72.85333, WPT472
19.10528, 72.85333, WPT473
19.10611, 72.85361, WPT474
19.10556, 72.85306, WPT475
19.10611, 72.85333, WPT476
19.10667, 72.85417, WPT477
19.10528, 72.85417, WPT478
19.10611, 72.85417, WPT479
19.15500, 72.93167, WPT480
19.15306, 72.93111, WPT481
19.15306, 72.93056, WPT482
19.15639, 72.92972, WPT483
19.15639, 72.92972, WPT484
19.15833, 72.93000, WPT485
19.16056, 72.93278, WPT486
19.16194, 72.93333, WPT487
19.13611, 72.93722, WPT488
19.13639, 72.93694, WPT489
19.13667, 72.93722, WPT490
19.13389, 72.93778, WPT491
19.12972, 72.93639, WPT492
19.14417, 72.92611, WPT493
19.14472, 72.92917, WPT494
19.11417, 72.92944, WPT495
19.13361, 72.93889, WPT496
19.13389, 72.93694, WPT497
19.11861, 72.92861, WPT498
19.13278, 72.93806, WPT499
19.12889, 72.93444, WPT500
19.14000, 72.92583, WPT501
19.13889, 72.92639, WPT502
19.14111, 72.92056, WPT503
19.14167, 72.92667, WPT504
19.14694, 72.93389, WPT505
19.14194, 72.92806, WPT506
19.14250, 72.92750, WPT507
19.14278, 72.92611, WPT508
19.14556, 72.92639, WPT509
19.14639, 72.92667, WPT510
19.14333, 72.92667, WPT511
19.14306, 72.92806, WPT512
19.14361, 72.92750, WPT513
19.14667, 72.92833, WPT514
19.15528, 72.93194, WPT515
19.15333, 72.93167, WPT516
19.15028, 72.93194, WPT517
19.15000, 72.93111, WPT518
19.14972, 72.93083, WPT519
19.14972, 72.93083, WPT520
19.15056, 72.93056, WPT521
19.15083, 72.93056, WPT522
19.12556, 72.91917, WPT523
19.11972, 72.92389, WPT524
19.13667, 72.93944, WPT525
19.12861, 72.93694, WPT526
19.13139, 72.93750, WPT527
19.12167, 72.92806, WPT528
19.12167, 72.92806, WPT529
19.14417, 72.93528, WPT530
19.12194, 72.93667, WPT531
19.13111, 72.89722, WPT532
19.13861, 72.89722, WPT533
19.14000, 72.89611, WPT534
19.13917, 72.89444, WPT535
19.13583, 72.89667, WPT536
19.13583, 72.89694, WPT537
19.14972, 72.93167, WPT538
19.14972, 72.93194, WPT539
19.14972, 72.93167, WPT540
19.14972, 72.93167, WPT541
19.15000, 72.93194, WPT542
19.15167, 72.93139, WPT543
19.14944, 72.92778, WPT544
19.15528, 72.93167, WPT545
19.12972, 72.93722, WPT546
19.14944, 72.92611, WPT547
19.14806, 72.92556, WPT548
19.14639, 72.92472, WPT549
19.14611, 72.92528, WPT550
19.14444, 72.92389, WPT551
19.13944, 72.92583, WPT552
19.13861, 72.92528, WPT553
19.13750, 72.92306, WPT554
19.14108, 72.91998, WPT555
19.12167, 72.95111, WPT556
19.15111, 72.94306, WPT557
19.15722, 72.94361, WPT558
19.16444, 72.93528, WPT559
19.11444, 72.92861, WPT560
19.15583, 72.94250, WPT561
19.15694, 72.94139, WPT562
19.15250, 72.93056, WPT563
19.15139, 72.92972, WPT564
19.15056, 72.92972, WPT565
19.15056, 72.92972, WPT566
19.14861, 72.93000, WPT567
19.15278, 72.92972, WPT568
19.15333, 72.92889, WPT569
19.15278, 72.92833, WPT570
19.15444, 72.92944, WPT571
19.15472, 72.93139, WPT572
19.15389, 72.93167, WPT573
19.15333, 72.93083, WPT574
19.15361, 72.93111, WPT575
19.16167, 72.93167, WPT576
19.16167, 72.93250, WPT577
19.13500, 72.94028, WPT578
19.13528, 72.93694, WPT579
19.14417, 72.92611, WPT580
19.14500, 72.92944, WPT581
19.11472, 72.93000, WPT582
19.14972, 72.94472, WPT583
19.13361, 72.93778, WPT584
19.13083, 72.93361, WPT585
19.12000, 72.92861, WPT586
19.11500, 72.93056, WPT587
19.13556, 72.93722, WPT588
19.14000, 72.92722, WPT589
19.13917, 72.92556, WPT590
19.13917, 72.92778, WPT591
19.13917, 72.92778, WPT592
19.13944, 72.92806, WPT593
19.14194, 72.92694, WPT594
19.14500, 72.92500, WPT595
19.14472, 72.92611, WPT596
19.14500, 72.92639, WPT597
19.14444, 72.92806, WPT598
19.15500, 72.93222, WPT599
19.15500, 72.93194, WPT600
19.15083, 72.93611, WPT601
19.15000, 72.93167, WPT602
19.14944, 72.93167, WPT603
19.15056, 72.93111, WPT604
19.15083, 72.93167, WPT605
19.14972, 72.93139, WPT606
19.12750, 72.92000, WPT607
19.11806, 72.92472, WPT608
19.12972, 72.93583, WPT609
19.12167, 72.93194, WPT610
19.12250, 72.93083, WPT611
19.14028, 72.89472, WPT612
19.13694, 72.90028, WPT613
19.13417, 72.89444, WPT614
19.13389, 72.89444, WPT615
19.13417, 72.89889, WPT616
19.13417, 72.89889, WPT617
19.14917, 72.93139, WPT618
19.14889, 72.93139, WPT619
19.14944, 72.93111, WPT620
19.15028, 72.93167, WPT621
19.15028, 72.93194, WPT622
19.15000, 72.93194, WPT623
19.14972, 72.93167, WPT624
19.11944, 72.93889, WPT625
19.14917, 72.92750, WPT626
19.14972, 72.92778, WPT627
19.15111, 72.92833, WPT628
19.15028, 72.93000, WPT629
19.15278, 72.93000, WPT630
19.15556, 72.93167, WPT631
19.15556, 72.93167, WPT632
19.13667, 72.93333, WPT633
19.13028, 72.93778, WPT634
19.14889, 72.92611, WPT635
19.14917, 72.92583, WPT636
19.14806, 72.92472, WPT637
19.14778, 72.92472, WPT638
19.14722, 72.92444, WPT639
19.13806, 72.92667, WPT640
19.13861, 72.92556, WPT641
19.13833, 72.92583, WPT642
19.13861, 72.92611, WPT643
19.13889, 72.92500, WPT644
19.13861, 72.92083, WPT645
19.14111, 72.92111, WPT646
19.13583, 72.92500, WPT647
19.15194, 72.94278, WPT648
19.15861, 72.94472, WPT649
19.15889, 72.94472, WPT650
19.15861, 72.94389, WPT651
19.16444, 72.93333, WPT652
19.16361, 72.93639, WPT653
19.11750, 72.94194, WPT654
19.11722, 72.94250, WPT655
19.15444, 72.94222, WPT656
19.15389, 72.94028, WPT657
19.15333, 72.93056, WPT658
19.15167, 72.92972, WPT659
19.14889, 72.93000, WPT660
19.15167, 72.92917, WPT661
19.15139, 72.92972, WPT662
19.15278, 72.92972, WPT663
19.15333, 72.92972, WPT664
19.15500, 72.93028, WPT665
19.15306, 72.92889, WPT666
19.15167, 72.92833, WPT667
19.15278, 72.92833, WPT668
19.15306, 72.92861, WPT669
19.15361, 72.92861, WPT670
19.15361, 72.92861, WPT671
19.15389, 72.92861, WPT672
19.15444, 72.92917, WPT673
19.15444, 72.93111, WPT674
19.15361, 72.93167, WPT675
19.15278, 72.93139, WPT676
19.15806, 72.93028, WPT677
19.15944, 72.93167, WPT678
19.13333, 72.94028, WPT679
19.13500, 72.94000, WPT680
19.13583, 72.93778, WPT681
19.13833, 72.93667, WPT682
19.13500, 72.93722, WPT683
19.13611, 72.93833, WPT684
19.14417, 72.92667, WPT685
19.13083, 72.93472, WPT686
19.13222, 72.93583, WPT687
19.13194, 72.93361, WPT688
19.13083, 72.93361, WPT689
19.11278, 72.93167, WPT690
19.13917, 72.92444, WPT691
19.13917, 72.92667, WPT692
19.14056, 72.92944, WPT693
19.14111, 72.92722, WPT694
19.14139, 72.92833, WPT695
19.14472, 72.92583, WPT696
19.14583, 72.92750, WPT697
19.14528, 72.92750, WPT698
19.14444, 72.92778, WPT699
19.14444, 72.93750, WPT700
19.15000, 72.93194, WPT701
19.15083, 72.93250, WPT702
19.15000, 72.93167, WPT703
19.14944, 72.93167, WPT704
19.14944, 72.93139, WPT705
19.14972, 72.93111, WPT706
19.14972, 72.93083, WPT707
19.15056, 72.93056, WPT708
19.12528, 72.91917, WPT709
19.11833, 72.92444, WPT710
19.11778, 72.92444, WPT711
19.13639, 72.93972, WPT712
19.11472, 72.92667, WPT713
19.11722, 72.92500, WPT714
19.14417, 72.93528, WPT715
19.12444, 72.92944, WPT716
19.12889, 72.88861, WPT717
19.13361, 72.89694, WPT718
19.13444, 72.89611, WPT719
19.13278, 72.89611, WPT720
19.14944, 72.93167, WPT721
19.14944, 72.93167, WPT722
19.14944, 72.93167, WPT723
19.14944, 72.93139, WPT724
19.15250, 72.93194, WPT725
19.15111, 72.93167, WPT726
19.14972, 72.92778, WPT727
19.14972, 72.92778, WPT728
19.15056, 72.92861, WPT729
19.15528, 72.93139, WPT730
19.12250, 72.91556, WPT731
19.12556, 72.94722, WPT732
19.12083, 72.94111, WPT733
19.14889, 72.92611, WPT734
19.14917, 72.92611, WPT735
19.14861, 72.92472, WPT736
19.14778, 72.92500, WPT737
19.14778, 72.92556, WPT738
19.14778, 72.92556, WPT739
19.14083, 72.92722, WPT740
19.13833, 72.92639, WPT741
19.13861, 72.92528, WPT742
19.13750, 72.91972, WPT743
19.11306, 72.93111, WPT744
19.15194, 72.93778, WPT745
19.15111, 72.93861, WPT746
19.15222, 72.94194, WPT747
19.15639, 72.94389, WPT748
19.15917, 72.94444, WPT749
19.16222, 72.93667, WPT750
19.16250, 72.93222, WPT751
19.12028, 72.94194, WPT752
19.15611, 72.94444, WPT753
19.15528, 72.94250, WPT754
19.15306, 72.93000, WPT755
19.15278, 72.93056, WPT756
19.15250, 72.93056, WPT757
19.14972, 72.93000, WPT758
19.14861, 72.92944, WPT759
19.15028, 72.92861, WPT760
19.15056, 72.92861, WPT761
19.15056, 72.92861, WPT762
19.15139, 72.92917, WPT763
19.15167, 72.92917, WPT764
19.15250, 72.92861, WPT765
19.15250, 72.93222, WPT766
19.15361, 72.92861, WPT767
19.15417, 72.93083, WPT768
19.15389, 72.93194, WPT769
19.15389, 72.93139, WPT770
19.15722, 72.93028, WPT771
19.15667, 72.93000, WPT772
19.16028, 72.93028, WPT773
19.16139, 72.93194, WPT774
19.16333, 72.93361, WPT775
19.16111, 72.93556, WPT776
19.16111, 72.93556, WPT777
19.16056, 72.93111, WPT778
19.16278, 72.93583, WPT779
19.13667, 72.93778, WPT780
19.13750, 72.93667, WPT781
19.13528, 72.93833, WPT782
19.13500, 72.93861, WPT783
19.11500, 72.93000, WPT784
19.13083, 72.93500, WPT785
19.12250, 72.92861, WPT786
19.11500, 72.93194, WPT787
19.12917, 72.93500, WPT788
19.13056, 72.93583, WPT789
19.12972, 72.93639, WPT790
19.14194, 72.92611, WPT791
19.13944, 72.92667, WPT792
19.14194, 72.92694, WPT793
19.14472, 72.92500, WPT794
19.14472, 72.92444, WPT795
19.14556, 72.92500, WPT796
19.14556, 72.92639, WPT797
19.14361, 72.92722, WPT798
19.15333, 72.93194, WPT799
19.15083, 72.93167, WPT800
19.15111, 72.93111, WPT801
19.15083, 72.93139, WPT802
19.14972, 72.93083, WPT803
19.14972, 72.93056, WPT804
19.14806, 72.93000, WPT805
19.14806, 72.92833, WPT806
19.12167, 72.92333, WPT807
19.11722, 72.92333, WPT808
19.13639, 72.93972, WPT809
19.12917, 72.93722, WPT810
19.13111, 72.93778, WPT811
19.13167, 72.93750, WPT812
19.12194, 72.92806, WPT813
19.12306, 72.92528, WPT814
19.12917, 72.92722, WPT815
19.14417, 72.93528, WPT816
19.12472, 72.92889, WPT817
19.13944, 72.89667, WPT818
19.14028, 72.89472, WPT819
19.13944, 72.89417, WPT820
19.13444, 72.89611, WPT821
19.13250, 72.89472, WPT822
19.11806, 72.93278, WPT823
19.14917, 72.93139, WPT824
19.14972, 72.93194, WPT825
19.14944, 72.93139, WPT826
19.14972, 72.93167, WPT827
19.14972, 72.93194, WPT828
19.15000, 72.93194, WPT829
19.15083, 72.92889, WPT830
19.15556, 72.93167, WPT831
19.15083, 72.92694, WPT832
19.14778, 72.92500, WPT833
19.14778, 72.92472, WPT834
19.14056, 72.92639, WPT835
19.13861, 72.92583, WPT836
19.12194, 72.94056, WPT837
19.13889, 72.92528, WPT838
19.13889, 72.92417, WPT839
19.13917, 72.91917, WPT840
19.12861, 72.92083, WPT841
19.15833, 72.93611, WPT842
19.15722, 72.93583, WPT843
19.15389, 72.93944, WPT844
19.15722, 72.94361, WPT845
19.16250, 72.93278, WPT846
19.12056, 72.94194, WPT847
19.11972, 72.94194, WPT848
19.15361, 72.94111, WPT849
19.15361, 72.94083, WPT850
19.15361, 72.94083, WPT851
19.15389, 72.93833, WPT852
19.15417, 72.93889, WPT853
19.15250, 72.93000, WPT854
19.15250, 72.93056, WPT855
19.14889, 72.93000, WPT856
19.14806, 72.92889, WPT857
19.14972, 72.92972, WPT858
19.14972, 72.92889, WPT859
19.15083, 72.92917, WPT860
19.15278, 72.92972, WPT861
19.15333, 72.92972, WPT862
19.15472, 72.93028, WPT863
19.15361, 72.92861, WPT864
19.15361, 72.92861, WPT865
19.15778, 72.93056, WPT866
19.15611, 72.92944, WPT867
19.15833, 72.93083, WPT868
19.13361, 72.94111, WPT869
19.13806, 72.93694, WPT870
19.13556, 72.93917, WPT871
19.13500, 72.93861, WPT872
19.14417, 72.92639, WPT873
19.14444, 72.92694, WPT874
19.14389, 72.92639, WPT875
