번호,화장실이름,관리부서,주소,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름
984,금강유역환경청 본관3층,대전광역시 유성구청,대전광역시 유성구 구성동 21-1,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
985,금강유역환경청 본관1층,대전광역시 유성구청,대전광역시 유성구 구성동 21-1,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
986,금강유역환경청 본관2층,대전광역시 유성구청,대전광역시 유성구 구성동 21-1,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
987,금강유역환경청 실험동2층,대전광역시 유성구청,대전광역시 유성구 구성동 21-1,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
988,성두산근린공원-후,대전광역시 유성구청,대전광역시 유성구 구성동 20,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
989,성두산근린공원-전,대전광역시 유성구청,대전광역시 유성구 구성동 20,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
992,촌정선곤드레밥,대전광역시 유성구청,대전광역시 유성구 지족동 884-2,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동
994,두루봉근린공원,대전광역시 유성구청,대전광역시 유성구 지족동 881-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동
997,노은도서관 1층,대전광역시 유성구청,대전광역시 유성구 지족동 871-6,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동
998,노은도서관 지하1층,대전광역시 유성구청,대전광역시 유성구 지족동 871-6,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동
1001,지족역,대전광역시 유성구청,대전광역시 유성구 지족동 836,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1003,해랑숲근린공원,대전광역시 유성구청,대전광역시 유성구 지족동 561,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1004,덜레기근린공원,대전광역시 유성구청,대전광역시 유성구 원신흥동 523,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동
1005,원신흥동주민센터 3층,대전광역시 유성구청,대전광역시 유성구 원신흥동 491-14,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동
1006,원신흥동주민센터 2층,대전광역시 유성구청,대전광역시 유성구 원신흥동 491-14,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동
1007,원신흥동주민센터 1층,대전광역시 유성구청,대전광역시 유성구 원신흥동 491-14,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동
1008,진잠우체국,대전광역시 유성구청,대전광역시 유성구 원내동 92-14,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1009,진잠도서관 2층,대전광역시 유성구청,대전광역시 유성구 원내동 83,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1010,진잠도서관 1층,대전광역시 유성구청,대전광역시 유성구 원내동 83,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1011,진잠도서관 지하1층,대전광역시 유성구청,대전광역시 유성구 원내동 83,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1012,솔마루공원,대전광역시 유성구청,대전광역시 유성구 원내동 81,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1013,원내119안전센터 1층,대전광역시 유성구청,대전광역시 유성구 원내동 702-70,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1015,진잠체육공원,대전광역시 유성구청,대전광역시 유성구 원내동 416-2,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1142,지질박물관 2층,대전광역시 유성구청,대전광역시 유성구 가정동 30,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1018,대전광역시 농업기술센터 농기계동,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1019,대전광역시 농업기술센터 농심관2층,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1020,대전광역시 농업기술센터 농심관1층,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1021,대전광역시 농업기술센터 본관2층,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1022,대전광역시 농업기술센터 본관1층,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1023,대전광역시 농업기술센터 원예치료실,대전광역시 유성구청,대전광역시 유성구 교촌동 568-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동
1027,관평도서관 2층,대전광역시 유성구청,대전광역시 유성구 관평동 917,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1028,관평도서관 1층,대전광역시 유성구청,대전광역시 유성구 관평동 917,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1030,관평동주민센터 3층,대전광역시 유성구청,대전광역시 유성구 관평동 905,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1031,관평동주민센터 2층,대전광역시 유성구청,대전광역시 유성구 관평동 905,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1032,관평동주민센터 1층,대전광역시 유성구청,대전광역시 유성구 관평동 905,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1034,장배기공원,대전광역시 유성구청,대전광역시 유성구 관평동 886,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1035,동화울수변공원,대전광역시 유성구청,대전광역시 유성구 관평동 771,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1036,대전광역시 근로종합복지회관 5층,대전광역시 유성구청,대전광역시 유성구 관평동 767,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1037,대전광역시 근로종합복지회관 4층,대전광역시 유성구청,대전광역시 유성구 관평동 767,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1038,대전광역시 근로종합복지회관 3층,대전광역시 유성구청,대전광역시 유성구 관평동 767,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1039,대전광역시 건강가정지원센터 2층,대전광역시 유성구청,대전광역시 유성구 관평동 767,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1040,대전광역시 건강가정지원센터 1층,대전광역시 유성구청,대전광역시 유성구 관평동 767,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1043,삽재고개,대전광역시 유성구청,대전광역시 유성구 갑동 산40-1,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1048,진잠다목적체육관 2층,대전광역시 유성구청,대전광역시 유성구 원내동 358,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1049,진잠다목적체육관 1층,대전광역시 유성구청,대전광역시 유성구 원내동 358,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1050,진잠근린공원,대전광역시 유성구청,대전광역시 유성구 원내동 358,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1051,청룡어린이공원,대전광역시 유성구청,대전광역시 유성구 원내동 340-7,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1054,진잠동주민센터,대전광역시 유성구청,대전광역시 유성구 원내동 213-4,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1055,대전유성경찰서 진잠파출소,대전광역시 유성구청,대전광역시 유성구 원내동 213-3,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1056,유성구 진잠건강나눔센터 4층,대전광역시 유성구청,대전광역시 유성구 원내동 200-7,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1057,유성구 진잠건강나눔센터 3층,대전광역시 유성구청,대전광역시 유성구 원내동 200-7,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동
1059,노은3동주민센터 3층,대전광역시 유성구청,대전광역시 유성구 지족동 1024-2,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1060,노은3동주민센터 2층,대전광역시 유성구청,대전광역시 유성구 지족동 1024-2,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1061,노은3동주민센터 1층,대전광역시 유성구청,대전광역시 유성구 지족동 1024-2,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1062,노은3동영어도서관,대전광역시 유성구청,대전광역시 유성구 지족동 1024-2,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동
1063,유성구 행복누리재단 죽동문화센터 4층,대전광역시 유성구청,대전광역시 유성구 죽동 693,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동
1064,유성구 행복누리재단 죽동문화센터 3층,대전광역시 유성구청,대전광역시 유성구 죽동 693,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동
1065,유성구 행복누리재단 죽동문화센터 2층,대전광역시 유성구청,대전광역시 유성구 죽동 693,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동
1066,유성구 행복누리재단 죽동문화센터 1층,대전광역시 유성구청,대전광역시 유성구 죽동 693,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동
1067,대전유성경찰서 1층(좌),대전광역시 유성구청,대전광역시 유성구 죽동 629,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1068,대전유성경찰서 1층(우),대전광역시 유성구청,대전광역시 유성구 죽동 629,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1070,유성구 청소년수련관 3층(좌),대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1071,유성구 청소년수련관 3층(우),대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1072,유성구 청소년수련관 2층(좌),대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1073,유성구 청소년수련관 2층(우),대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1074,유성구 청소년수련관 1층,대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1042,수통골주차장,대전광역시 유성구청,대전광역시 유성구 계산동 667-2,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010600,계산동
1077,국립대전현충원 양성평등화장실,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1078,국립대전현충원 장사병4묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1079,국립대전현충원 경찰관묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1080,국립대전현충원 현충관 옆,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1081,국립대전현충원 봉안관 뒤,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1082,국립대전현충원 장군2묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1083,국립대전현충원 사병3묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1084,국립대전현충원 사병2묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1085,국립대전현충원 현충탑 뒤,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1086,국립대전현충원 장군1묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1087,국립대전현충원 애국지사1묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1088,국립대전현충원 장교1묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1089,국립대전현충원 보훈미래관 뒤,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1090,국립대전현충원 사병1묘역,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1091,국립대전현충원 매점 앞,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1092,국립대전현충원 변전실 앞,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1093,국립대전현충원 민원안내실,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1094,국립대전현충원 현충관 2층,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1095,국립대전현충원 현충관 1층,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1097,국립대전현충원 보훈미래관,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1098,국립대전현충원 복지관 2층,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1099,국립대전현충원 복지관 1층,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1100,국립대전현충원 청사 1층,대전광역시 유성구청,대전광역시 유성구 갑동 334-14,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동
1101,유성도서관 3층,대전광역시 유성구청,대전광역시 유성구 가정동 37,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1102,유성도서관 2층,대전광역시 유성구청,대전광역시 유성구 가정동 37,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1104,대전교육과학연구원 5층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1105,대전교육과학연구원 4층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1106,대전교육과학연구원 3층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1107,유성구 청소년수련관 지하1층,대전광역시 유성구청,대전광역시 유성구 죽동 601-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1108,유성구 장애인종합복지관 수영장 3층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1109,유성구 장애인종합복지관 수영장 2층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1110,유성구 장애인종합복지관 수영장 1층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1111,유성구 장애인종합복지관 수영장 지하1층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1112,유성구 장애인종합복지관 3층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1113,유성구 장애인종합복지관 2층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1114,유성구 장애인종합복지관 1층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1115,유성구 장애인종합복지관 지하1층,대전광역시 유성구청,대전광역시 유성구 죽동 600,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1116,북대전세무서 3층,대전광역시 유성구청,대전광역시 유성구 죽동 597-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1117,북대전세무서 2층,대전광역시 유성구청,대전광역시 유성구 죽동 597-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1118,북대전세무서 1층,대전광역시 유성구청,대전광역시 유성구 죽동 597-1,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동
1121,엑스포근린공원,대전광역시 유성구청,대전광역시 유성구 전민동 467-3,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1122,전민119안전센터 1층,대전광역시 유성구청,대전광역시 유성구 전민동 467-2,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1123,아리어린이공원,대전광역시 유성구청,대전광역시 유성구 전민동 466-2,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1124,전민게이트볼장,대전광역시 유성구청,대전광역시 유성구 전민동 464-4,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1125,왕골근린공원,대전광역시 유성구청,대전광역시 유성구 전민동 463-2,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1126,전민동주민센터 3층,대전광역시 유성구청,대전광역시 유성구 전민동 462-6,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1127,전민동주민센터 2층,대전광역시 유성구청,대전광역시 유성구 전민동 462-6,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1128,전민동주민센터 1층,대전광역시 유성구청,대전광역시 유성구 전민동 462-6,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1129,전광어린이공원,대전광역시 유성구청,대전광역시 유성구 전민동 369-1,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1130,전민어린이공원,대전광역시 유성구청,대전광역시 유성구 전민동 346-6,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동
1133,대전광역시 인재개발원 생활관동 3층 남자화장실,대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1134,대전광역시 인재개발원 생활관동 2층 여자화장실,대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1135,대전광역시 인재개발원 생활관동 1층,대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1136,대전교육과학연구원 2층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1137,대전교육과학연구원 1층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1138,대전교육과학연구원 지하1층,대전광역시 유성구청,대전광역시 유성구 가정동 36-1,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1139,한국조폐공사 화폐박물관 본동 2층,대전광역시 유성구청,대전광역시 유성구 가정동 35,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1140,한국조폐공사 화폐박물관 본동 1층,대전광역시 유성구청,대전광역시 유성구 가정동 35,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1141,한국조폐공사 화폐박물관 별관동 1층,대전광역시 유성구청,대전광역시 유성구 가정동 35,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1143,지질박물관 1층,대전광역시 유성구청,대전광역시 유성구 가정동 30,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동
1145,궁동근린공원,대전광역시 유성구청,대전광역시 유성구 궁동 391,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동
1147,동잠어린이공원,대전광역시 유성구청,대전광역시 유성구 장대동 269-11,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1146,별밭어린이공원,대전광역시 유성구청,대전광역시 유성구 학하동 719-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010500,학하동
1148,강변어린이공원,대전광역시 유성구청,대전광역시 유성구 문지동 664,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동
1149,유성명물문화공원 - 족욕장 앞,대전광역시 유성구청,대전광역시 유성구 봉명동 574,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동
1150,문지어린이공원,대전광역시 유성구청,대전광역시 유성구 문지동 637-7,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동
1151,윗관들어린이공원,대전광역시 유성구청,대전광역시 유성구 관평동 1007번지,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동
1153,유성구 평생학습원 구암센터 2층~3층 계단,대전광역시 유성구청,대전광역시 유성구 구암동 621-7,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1154,유성구 평생학습원 구암센터 2층,대전광역시 유성구청,대전광역시 유성구 구암동 621-7,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1155,유성구 평생학습원 구암센터 1층,대전광역시 유성구청,대전광역시 유성구 구암동 621-7,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1156,방죽어린이공원,대전광역시 유성구청,대전광역시 유성구 구암동 618-1,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1158,창리어린이공원,대전광역시 유성구청,대전광역시 유성구 구암동 588-9,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1159,구암동화장실,대전광역시 유성구청,대전광역시 유성구 구암동 527-218,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1160,현충원역,대전광역시 유성구청,대전광역시 유성구 구암동 423-1,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1161,구암119안전센터 1층,대전광역시 유성구청,대전광역시 유성구 구암동 35-1,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동
1162,국립중앙과학관 야외주차장(구),대전광역시 유성구청,대전광역시 유성구 구성동 32-2,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
1163,국립중앙과학관 야외주차장(신),대전광역시 유성구청,대전광역시 유성구 구성동 32-2,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
1164,국립중앙과학관 역사의광장,대전광역시 유성구청,대전광역시 유성구 구성동 32-2,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동
1165,대전광역시 인재개발원 본관동 3층(생활관 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1166,대전광역시 인재개발원 본관동 3층(대강당 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1167,대전광역시 인재개발원 본관동 2층(생활관 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1168,대전광역시 인재개발원 본관동 2층(대강당 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1169,대전광역시 인재개발원 본관동 1층(생활관 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1170,대전광역시 인재개발원 본관동 1층(대강당 방향),대전광역시 유성구청,대전광역시 유성구 장동 25-5,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1171,대전충남지방중소벤처기업청 2층(중),대전광역시 유성구청,대전광역시 유성구 장동 23-3,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1172,대전충남지방중소벤처기업청 2층(좌),대전광역시 유성구청,대전광역시 유성구 장동 23-3,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1173,대전충남지방중소벤처기업청 1층(중),대전광역시 유성구청,대전광역시 유성구 장동 23-3,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1174,대전충남지방중소벤처기업청 1층(좌),대전광역시 유성구청,대전광역시 유성구 장동 23-3,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동
1179,온천2동주민센터 3층,대전광역시 유성구청,대전광역시 유성구 장대동 356-12,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1180,온천2동주민센터 2층,대전광역시 유성구청,대전광역시 유성구 장대동 356-12,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1181,온천2동주민센터 1층,대전광역시 유성구청,대전광역시 유성구 장대동 356-12,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1152,학의숲유아숲,대전광역시 유성구청,대전광역시 유성구 계산동 산 19-1,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010600,계산동
1186,유성새마을금고,대전광역시 유성구청,대전광역시 유성구 장대동 331-9,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1188,계명주유소,대전광역시 유성구청,대전광역시 유성구 장대동 301-3,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1189,유성구 보건소 3층,대전광역시 유성구청,대전광역시 유성구 장대동 282-15,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1190,유성구 보건소 2층,대전광역시 유성구청,대전광역시 유성구 장대동 282-15,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1191,유성구 보건소 1층,대전광역시 유성구청,대전광역시 유성구 장대동 282-15,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
1192,유성시장,대전광역시 유성구청,대전광역시 유성구 장대동 277-10,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동
